classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskRepositoryLocationUi ,6,3,1,5,3,0,1,1,41,3,18,1,1,0,2,18,10,0,,,,, 
org::eclipse::mylyn::internal::wikitext::textile::core::phrase::ImageTextilePhraseModifier ,3,2,1,2,6,0,3,0,12,4,22,0,0,0,1,6,3,0,,,,, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::phrase::SimpleWrappedPhraseModifier ,3,2,1,3,15,1,5,0,22,6,22,4,0,0,1,10,6,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::EditorUtil ,29,1,18,12,325,0,7,0,273,26,9,0,4,0,17,135,77,3,,,,, 
org::eclipse::mylyn::internal::wikitext::twiki::core::validation::ListWhitespaceValidationRule ,6,2,1,5,3,0,1,0,33,3,11,1,1,0,2,22,13,0,,,,, 
org::eclipse::mylyn::xplanner::wsdl::db::QueryException ,0,1,0,0,21,0,3,0,43,7,9,3,0,0,7,10,12,0,,,,, 
org::eclipse::mylyn::internal::trac::core::client::TracLoginException ,0,2,0,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::MylynBugsManager ,5,1,3,2,15,0,4,0,38,6,9,3,0,1,6,11,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskDiffUtil ,8,1,3,5,28,0,2,0,130,8,9,2,1,0,7,48,31,1,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::ImageDrawingStrategy ,2,1,1,1,1,0,1,0,45,2,9,1,0,0,2,8,8,0,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracMilestone ,3,2,3,0,21,0,4,0,21,7,31,4,0,0,7,7,7,0,,,,, 
org::eclipse::mylyn::internal::team::ui::actions::CommitContextAction ,1,1,0,1,3,0,0,0,28,3,9,0,0,0,3,10,6,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::TreeWalker ,5,1,2,3,45,0,4,0,130,10,9,4,4,0,6,45,33,0,,,,, 
org::eclipse::mylyn::internal::trac::ui::TracUiPlugin ,6,1,1,5,6,0,2,0,19,4,0,1,0,0,4,18,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::TaskList ,101,1,81,20,990,0,12,0,519,45,30,12,8,0,37,321,105,0,,,,, 
org::eclipse::mylyn::internal::tasks::bugs::wizards::ReportErrorPage ,5,1,1,4,10,0,3,0,74,5,0,2,0,0,5,16,6,2,,,,, 
org::eclipse::mylyn::internal::jira::ui::editor::WorkLogTableLabelProvider ,4,1,1,3,3,0,1,0,22,3,0,1,0,0,3,11,7,1,,,,, 
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorExtension ,1,1,1,0,3,1,1,0,0,3,9,0,0,0,3,3,0,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::Colors ,0,1,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::Messages ,3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerTaskListMigrator ,17,2,3,14,153,0,13,3,132,18,14,10,0,0,18,84,45,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::deprecated::TaskFactory ,9,1,1,8,6,0,7,0,95,4,9,7,2,0,2,40,22,0,,,,, 
org::eclipse::mylyn::internal::trac::ui::Messages ,0,1,0,0,0,0,6,0,3,1,0,1,0,5,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::trac::core::TracAttributeMapper ,6,2,2,4,10,0,3,0,27,5,41,0,0,0,5,17,13,0,,,,, 
org::eclipse::mylyn::wikitext::ui::viewer::Messages ,2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::internal::wikitext::twiki::core::validation::TWikiReferenceValidationRule ,1,3,0,1,0,0,0,0,3,1,14,0,0,0,0,2,1,0,,,,, 
org::eclipse::mylyn::internal::web::ui::BrowserTracker ,3,2,1,2,21,0,1,1,31,7,17,1,0,0,6,10,9,0,,,,, 
org::eclipse::mylyn::internal::context::core::InteractionContext ,38,1,31,10,300,0,10,0,218,25,21,5,3,1,21,124,64,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::SaxRepositoriesWriter ,10,1,1,9,1,0,1,0,21,2,9,1,0,0,2,14,3,0,,,,, 
org::eclipse::mylyn::internal::java::ui::actions::Messages ,0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskEditorBloatMonitor ,6,3,1,5,6,0,1,0,47,4,24,1,0,0,3,22,13,1,,,,, 
org::eclipse::mylyn::tasks::core::AbstractTaskListMigrator ,1,1,1,0,10,5,3,0,0,5,9,0,0,0,5,5,0,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaCustomQueryWizardPage ,4,3,1,3,15,0,7,0,57,6,14,7,0,0,6,20,9,0,,,,, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ExtendedQuoteBlock ,7,5,1,7,15,0,3,5,79,6,53,3,0,0,1,36,23,0,,,,, 
org::eclipse::mylyn::context::core::AbstractContextStructureBridge ,52,1,52,0,91,12,1,0,9,14,9,0,0,0,14,14,3,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaTaskAttachmentPage ,10,2,1,9,6,0,4,0,126,4,6,4,1,0,3,53,8,0,,,,, 
org::eclipse::mylyn::wikitext::tracwiki::core::Main ,2,2,0,2,3,0,0,0,12,3,12,0,0,0,2,7,2,0,,,,, 
org::eclipse::mylyn::zest::layouts::algorithms::VerticalLayoutAlgorithm ,0,3,0,0,3,0,0,19,17,3,76,0,0,0,1,3,11,0,,,,, 
org::eclipse::mylyn::context::tests::support::DomContextWriter ,17,1,1,16,28,0,5,0,108,8,11,5,3,0,5,71,12,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultContentProvider ,1,1,1,0,10,1,2,0,11,5,9,0,0,0,4,6,4,0,,,,, 
org::eclipse::mylyn::monitor::usage::AbstractStudyQuestionnairePage ,1,1,1,0,1,1,0,0,3,2,0,0,0,0,2,2,1,0,,,,, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::TableBlock ,11,3,1,10,28,0,10,4,199,8,43,10,4,0,4,124,57,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorPeoplePart ,5,2,0,5,3,0,1,1,31,3,19,1,1,0,2,21,4,1,,,,, 
org::eclipse::mylyn::internal::wikitext::textile::core::block::TextileGlossaryBlock ,6,4,1,5,3,0,2,5,29,3,47,1,0,0,3,13,8,0,,,,, 
org::eclipse::mylyn::zest::core::widgets::internal::XYScaledGraphics ,6,1,1,5,1081,0,18,1,206,47,10,15,2,2,42,145,59,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaCategorySearchOperation ,2,1,0,2,45,0,8,0,67,10,0,8,1,0,9,20,14,0,,,,, 
org::eclipse::mylyn::internal::wikitext::textile::core::token::HyperlinkReplacementToken ,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::tasklist::RelativePathUtil ,2,1,0,2,0,0,0,0,27,1,9,0,0,0,1,15,6,0,,,,, 
org::eclipse::mylyn::tasks::core::RepositoryStatus ,14,1,11,3,91,0,13,7,74,14,31,1,0,0,12,33,20,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::FilterCompletedTasksAction ,2,1,1,2,1,0,2,0,19,2,0,1,0,0,2,12,3,0,,,,, 
org::eclipse::mylyn::internal::java::ui::JavaDebugStructureBridge ,6,2,0,6,55,0,3,1,75,11,23,2,0,0,11,27,22,0,,,,, 
org::eclipse::mylyn::internal::xplanner::core::service::exceptions::AuthenticationException ,1,1,1,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteServerInfo ,2,1,0,2,120,0,8,0,92,16,18,8,0,0,16,40,46,0,,,,, 
org::eclipse::mylyn::internal::resources::ui::EditorInteractionMonitor ,12,3,1,11,21,0,1,0,114,7,24,0,3,0,3,63,30,0,,,,, 
org::eclipse::mylyn::tasks::core::data::TaskAttribute ,107,1,101,9,561,0,80,0,202,34,9,7,2,0,26,99,60,0,,,,, 
org::eclipse::mylyn::zest::layouts::algorithms::ContinuousLayoutAlgorithm ,1,2,0,1,28,1,4,8,53,8,63,0,1,4,4,22,12,0,,,,, 
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventClassifier ,5,1,1,4,28,0,0,0,50,8,9,0,0,0,8,36,22,0,,,,, 
org::eclipse::mylyn::internal::context::core::InteractionContextScaling ,14,1,14,0,78,0,13,0,43,13,14,13,0,0,13,17,14,0,,,,, 
org::eclipse::mylyn::zest::tests::jface::GraphJFaceSnippet3 ,5,1,0,5,0,0,1,0,46,1,9,0,0,0,1,22,5,0,,,,, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaCompareNode ,5,1,1,4,120,0,4,0,89,16,9,4,1,0,15,47,20,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::DeleteTaskRepositoryAction ,14,2,1,13,3,0,1,0,101,3,6,1,0,0,3,41,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::AttachmentSizeFormatter ,4,1,2,2,3,0,2,0,34,3,9,1,0,0,3,13,10,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::wizards::JiraNamedFilterPage ,8,3,1,7,55,0,7,0,192,11,14,7,2,0,8,51,29,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::WebBrowserDialog ,0,1,0,0,1,0,1,0,6,2,0,1,0,0,2,3,1,0,,,,, 
org::eclipse::mylyn::internal::jira::core::IJiraConstants ,0,1,0,0,0,0,23,0,0,0,9,0,0,0,0,0,0,0,,,,, 
org::eclipse::mylyn::internal::tests::report::TaskReporterStatistics ,2,1,1,1,1,0,6,0,14,2,9,0,0,6,2,8,2,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::PreferenceStoreFacade ,3,1,1,2,253,1,3,0,107,23,9,2,0,0,22,59,35,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::FavoritesView ,12,1,7,9,210,0,15,0,272,21,0,9,7,6,13,91,39,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::preferences::Messages ,2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::token::AcronymReplacementToken ,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::internal::trac::core::model::TracComponent ,3,2,3,0,10,0,3,0,15,5,22,3,0,0,5,5,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::CollapseAllAction ,1,1,1,1,1,0,2,0,13,2,0,1,0,0,2,6,3,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteScheme ,4,1,2,2,91,1,7,0,81,14,18,7,0,0,14,34,39,0,,,,, 
org::eclipse::mylyn::resources::ui::ResourcesUi ,4,1,2,2,0,0,0,0,3,1,9,0,0,0,1,3,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::Messages ,0,1,0,0,0,0,29,0,3,1,0,1,0,28,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::trac::core::TracClientManager ,21,1,12,9,66,0,4,0,107,12,13,4,1,0,11,54,22,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::TaskContainerDelta ,4,1,4,0,15,0,4,0,20,6,9,4,0,0,6,6,6,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::internal::Favorite ,8,1,8,0,28,0,7,0,29,8,18,7,0,0,8,9,8,0,,,,, 
org::eclipse::mylyn::internal::context::ui::InterestDecorator ,6,1,0,6,45,0,0,0,49,10,9,0,1,0,9,20,16,0,,,,, 
org::eclipse::mylyn::tasks::core::data::TaskAttachmentMapper ,18,1,13,6,325,0,11,0,169,26,9,11,0,0,26,82,64,0,,,,, 
org::eclipse::mylyn::zest::tests::uml::UMLClassFigure ,1,1,1,0,3,0,2,1,17,3,56,2,0,0,3,12,3,0,,,,, 
upload::PercentUsageComparator ,2,1,1,1,1,0,0,0,11,2,9,0,0,0,1,6,3,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::assist::MarkupTemplateCompletionProcessor ,9,1,1,8,28,0,6,0,103,8,0,5,2,0,3,47,25,1,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::search::BugzillaQueryPageParser ,8,1,0,8,153,0,18,0,335,18,9,18,5,0,13,135,90,0,,,,, 
org::eclipse::mylyn::internal::java::ui::LandmarkMarkerManager ,7,2,1,6,21,0,2,0,107,7,17,2,1,0,6,41,12,0,,,,, 
org::eclipse::mylyn::internal::jira::core::service::soap::JiraSoapClient ,40,2,28,14,496,0,11,0,365,32,14,11,0,0,26,126,62,0,,,,, 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteProject ,5,3,1,4,231,0,11,0,126,22,52,11,0,0,22,61,67,0,,,,, 
org::eclipse::mylyn::internal::jira::ui::editor::JiraTaskEditorPage ,7,3,1,6,3,0,0,16,35,3,48,0,0,0,1,15,7,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListSorter ,8,1,3,5,15,0,3,0,77,6,0,2,1,0,5,13,27,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::JiraVersion ,12,1,9,3,21,0,12,0,59,7,9,4,3,0,4,27,23,0,,,,, 
org::eclipse::mylyn::internal::team::ui::templates::Messages ,0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::NewSubTaskAction ,18,1,4,14,15,0,2,0,100,6,0,1,1,0,5,44,13,1,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::ContextCopyAction ,8,2,1,7,3,0,1,1,50,3,2,1,0,0,3,21,8,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskHyperlinkDetector ,8,2,3,5,3,1,0,0,30,3,4,0,0,0,1,12,5,0,,,,, 
org::eclipse::mylyn::internal::resources::ui::ResourcesUiExtensionPointReader ,2,1,1,1,3,0,5,0,27,3,9,2,2,0,1,11,6,0,,,,, 
org::eclipse::mylyn::zest::core::widgets::internal::RoundedChopboxAnchor ,4,1,1,3,3,0,2,0,27,3,31,2,1,0,2,16,7,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::builder::EventLoggingDocumentBuilder ,1,2,0,1,120,0,2,1,51,16,27,2,0,0,16,32,16,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::phrase::LiteralPhraseModifierProcessor ,3,3,0,3,1,0,2,7,11,2,39,2,0,0,2,8,3,0,,,,, 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::AbstractConfluenceDelimitedBlock ,8,4,2,6,28,3,4,4,60,8,45,3,0,0,4,31,15,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::assist::Templates ,4,1,2,2,36,0,4,0,35,9,9,4,0,0,9,21,12,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskPlanningEditor ,30,2,2,28,378,0,22,0,728,28,2,22,10,0,15,233,79,3,,,,, 
org::eclipse::mylyn::internal::tasks::ui::LocalRepositoryConnectorUi ,2,2,0,2,15,0,0,0,18,6,31,0,0,0,6,9,6,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListFilteredTree ,24,2,1,23,136,0,14,1,431,17,14,13,3,0,7,109,34,3,,,,, 
org::eclipse::mylyn::zest::core::messages::ZestUIMessages ,1,1,0,1,0,0,7,0,8,1,9,2,0,0,1,2,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::SaxRepositoriesContentHandler ,5,1,1,4,3,0,2,0,23,3,51,1,0,0,3,15,9,0,,,,, 
org::eclipse::mylyn::internal::monitor::ui::ActionExecutionMonitor ,2,1,1,1,1,0,0,0,4,2,10,0,0,0,2,5,1,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaFlag ,6,1,4,2,45,0,9,0,62,10,18,9,0,0,10,23,20,0,,,,, 
org::eclipse::mylyn::trac::tests::support::XmlRpcServer ,7,1,4,6,105,0,6,0,61,15,9,6,1,0,14,30,16,0,,,,, 
org::eclipse::mylyn::internal::resources::ui::Messages ,0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0,,,,, 
org::eclipse::mylyn::examples::monitor::study::SelectionMonitor ,11,2,0,11,10,0,8,1,98,5,17,4,1,0,3,37,27,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetElementFactory ,5,1,0,5,0,0,2,0,37,1,9,0,0,0,1,12,7,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::Version ,12,1,11,1,120,0,7,0,57,16,18,7,0,0,16,18,18,0,,,,, 
org::eclipse::mylyn::internal::context::ui::editors::ContextEditorFormPage ,20,1,5,15,136,0,12,0,377,17,0,11,10,0,4,87,31,3,,,,, 
org::eclipse::mylyn::zest::core::viewers::internal::ZestException ,2,1,2,0,1,0,4,0,22,2,26,1,0,0,1,3,6,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::ActivateTaskDialogAction ,7,1,3,4,3,0,1,0,22,3,0,1,0,0,3,12,5,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::InterestInducingProblemListener ,10,1,2,8,10,0,2,0,42,5,9,1,0,0,5,27,10,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TaskHistoryDropDown ,11,1,1,10,6,0,4,0,63,4,0,4,0,0,3,39,12,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::Span ,3,1,1,2,3,0,1,0,10,3,0,1,0,0,3,7,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::PersonContentProposal ,4,1,2,2,28,0,4,0,33,8,9,4,0,0,8,12,11,0,,,,, 
org::eclipse::mylyn::internal::team::ccvs::CommitContextWizard ,1,1,1,0,1,0,0,0,10,2,0,0,0,0,2,3,2,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::CustomField ,6,2,6,0,21,0,5,0,23,7,22,5,0,0,7,8,7,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::TaskActivationHistory ,9,1,6,3,36,0,2,0,65,9,9,2,0,0,9,42,22,0,,,,, 
org::eclipse::mylyn::internal::context::ui::actions::RemoveFromContextAction ,5,1,0,5,6,0,3,0,60,4,0,2,2,0,2,27,14,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::util::AbstractRetrieveTitleFromUrlJob ,5,1,2,3,10,0,2,0,27,5,0,2,0,0,4,11,5,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::core::KeywordParser ,4,1,0,4,6,0,1,0,95,4,9,1,1,0,3,42,39,0,,,,, 
org::eclipse::mylyn::tasks::core::data::AbstractTaskDataHandler ,14,1,13,1,28,4,0,0,14,8,9,0,0,0,8,9,5,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskPlanSorter ,3,2,0,3,3,0,7,7,35,3,8,1,1,0,2,13,12,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskInputDialog ,4,1,0,4,66,0,7,0,197,12,0,7,0,0,5,38,20,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskRepositoryPropertiesHandler ,1,1,0,1,0,0,0,0,10,1,0,0,0,0,1,4,3,0,,,,, 
org::eclipse::mylyn::tasks::ui::wizards::TaskAttachmentPage ,12,1,3,9,55,1,11,0,214,11,0,11,5,0,6,70,24,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::TableRowAttributes ,3,2,3,0,21,0,3,0,18,7,20,3,0,0,7,7,6,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::TransferList ,6,1,2,4,36,0,3,0,43,9,17,3,0,0,9,22,12,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::data::TaskDataStateReader ,15,1,6,10,21,0,3,0,55,7,51,3,2,0,5,26,15,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorOutlineNode ,15,1,2,13,91,0,8,0,101,14,9,5,2,0,12,62,25,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::action::BugzillaObsoleteAttachmentAction ,0,2,0,0,0,0,0,0,3,1,4,0,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::commons::core::XmlStringConverter ,12,1,9,3,21,0,0,0,102,7,9,0,3,0,4,44,41,0,,,,, 
org::eclipse::mylyn::internal::jira::core::model::filter::CurrentUserFilter ,2,2,2,0,1,0,1,0,3,2,19,1,0,0,1,3,1,0,,,,, 
org::eclipse::mylyn::internal::bugzilla::ui::ViewBugzillaAction ,2,1,2,0,1,0,1,0,14,2,0,1,0,0,2,7,3,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskScheduleContentProvider ,15,3,2,14,36,0,4,1,119,9,21,4,1,0,8,67,17,0,,,,, 
org::eclipse::mylyn::internal::java::ui::JavaUiBridgePlugin ,23,1,11,13,36,0,11,0,117,9,0,9,3,0,6,49,16,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlineComparer ,4,1,1,3,3,0,0,0,22,3,9,0,0,0,3,12,7,0,,,,, 
org::eclipse::mylyn::zest::core::viewers::EntityConnectionData ,2,1,1,1,3,0,2,0,22,3,9,0,0,2,3,5,5,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::deprecated::AbstractTaskListFactory ,0,1,0,0,21,1,3,0,15,7,9,0,0,0,7,8,5,0,,,,, 
org::eclipse::mylyn::internal::wikitext::twiki::core::block::VerbatimBlock ,6,3,1,5,6,0,4,4,31,4,43,4,0,0,4,18,9,0,,,,, 
upload::GetUserIDServlet ,13,1,0,13,3,0,8,0,64,3,45,8,2,0,0,42,7,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::DelegatingContextLabelProvider ,6,1,4,2,36,0,1,0,59,9,9,1,0,0,9,27,12,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::UnsubmittedTaskContainer ,2,5,2,0,3,0,2,1,9,3,60,2,0,0,2,3,3,0,,,,, 
org::eclipse::mylyn::internal::xplanner::ui::editor::Messages ,0,1,0,0,0,0,30,0,2,1,0,1,1,29,0,1,1,0,,,,, 
org::eclipse::mylyn::internal::tasks::core::externalization::TaskListExternalizationParticipant ,13,2,2,11,105,0,7,1,104,15,33,7,1,0,13,39,19,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityWizard ,5,1,1,4,6,0,2,0,27,4,0,2,1,0,3,18,5,0,,,,, 
org::eclipse::mylyn::internal::web::ui::WebResourceStructureBridge ,7,2,3,5,78,0,2,1,76,13,23,1,0,0,13,29,26,0,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::HyperlinkReplacementToken ,2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0,,,,, 
org::eclipse::mylyn::wikitext::core::util::anttask::MarkupToHtmlTask ,23,2,3,20,465,1,13,0,263,31,12,4,1,0,26,164,61,0,,,,, 
org::eclipse::mylyn::tasks::ui::AbstractTaskHyperlinkDetector ,7,1,4,3,10,5,0,0,44,5,0,0,1,0,1,20,13,0,,,,, 
org::eclipse::mylyn::tasks::ui::LegendElement ,6,1,5,1,10,0,2,0,15,5,9,2,1,0,4,7,5,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::CssStyleFieldEditor ,7,1,1,6,1,0,1,0,58,2,0,1,0,0,1,40,14,1,,,,, 
org::eclipse::mylyn::internal::tasks::ui::wizards::AttachmentPreviewPage ,6,1,1,5,66,0,8,0,199,12,0,7,8,0,4,54,18,3,,,,, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::ShowInTargetBridge ,2,1,1,1,1,0,1,0,19,2,9,1,0,0,2,9,5,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::editor::assist::Messages ,1,1,0,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1,,,,, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::SimplePhraseModifier ,1,3,1,0,0,1,0,1,3,1,28,0,0,0,1,1,1,0,,,,, 
org::eclipse::mylyn::internal::sandbox::ui::GroupedPresentation ,1,2,0,1,6,0,1,0,16,4,19,1,0,0,3,6,4,0,,,,, 
org::eclipse::mylyn::internal::commons::ui::ColorCanvas ,0,1,0,0,1,0,1,0,18,2,0,1,0,0,2,6,2,0,,,,, 
org::eclipse::mylyn::zest::layouts::algorithms::TreeLayoutAlgorithm ,7,2,2,5,351,2,16,8,388,27,63,16,18,0,3,174,80,0,,,,, 
org::eclipse::mylyn::tasks::ui::editors::AttributeEditorFactory ,21,1,7,14,6,2,4,0,80,4,9,4,0,0,4,42,5,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::Selector ,3,1,3,0,0,6,0,0,0,1,9,0,0,0,1,1,0,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSorter ,3,1,1,2,3,0,1,0,28,3,0,1,0,0,3,9,2,0,,,,, 
org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerCustomQueryPage ,20,4,3,17,561,0,15,0,568,34,22,15,16,0,13,226,86,0,,,,, 
org::eclipse::mylyn::zest::tests::jface::GraphJFaceSnippet2 ,2,1,0,2,0,0,1,0,19,1,9,0,0,1,1,12,3,0,,,,, 
org::eclipse::mylyn::internal::monitor::ui::WindowChangeMonitor ,4,1,1,3,15,0,4,0,23,6,9,0,0,0,5,20,6,0,,,,, 
org::eclipse::mylyn::internal::monitor::ui::PreferenceChangeMonitor ,4,1,2,2,3,0,0,0,12,3,9,0,1,0,2,10,4,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskWorkingSetAction ,4,1,1,3,15,0,2,0,77,6,0,1,2,0,4,32,14,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::editors::BrowserPreviewViewer ,3,1,1,2,15,0,4,0,120,6,9,4,2,0,4,15,10,2,,,,, 
org::eclipse::mylyn::internal::tasks::ui::TasksUiMessages ,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,,,,, 
org::eclipse::mylyn::internal::tasks::ui::search::OpenSearchResultAction ,3,1,1,3,1,0,1,0,19,2,0,1,0,0,2,12,4,0,,,,, 
org::xplanner::soap::NoteData ,3,2,0,3,153,0,9,0,101,18,37,9,0,0,18,42,41,0,,,,, 
org::eclipse::mylyn::internal::trac::core::Messages ,0,1,0,0,0,0,31,0,3,1,0,1,0,30,1,2,1,1,,,,, 
org::eclipse::mylyn::internal::jira::core::service::JiraTimeFormat ,12,1,5,7,6,0,3,0,63,4,29,3,1,0,3,52,21,0,,,,, 
org::eclipse::mylyn::internal::wikitext::ui::util::OutlineItemWorkbenchAdapter ,4,1,2,2,15,0,2,0,35,6,9,2,0,0,6,15,10,0,,,,, 
org::eclipse::mylyn::wikitext::core::parser::markup::MarkupLanguage ,72,1,61,12,276,1,8,0,191,24,18,6,1,0,19,102,45,0,,,,, 
