classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::apache::lucene::analysis::Tokenizer ,9,2,8,1,3,10,1,0,9,3,13,0,0,0,2,4,3,0,,,,, 
org::apache::lucene::store::RAMFile ,4,1,4,0,45,1,6,0,41,10,18,3,0,3,0,15,11,0,,,,, 
org::apache::lucene::benchmark::byTask::feeds::ReutersDocMaker ,9,2,1,8,10,1,5,11,68,5,33,5,0,0,3,42,11,0,,,,, 
org::apache::lucene::search::spell::SpellChecker ,16,1,3,13,105,0,7,0,176,15,9,5,6,1,9,74,48,0,,,,, 
org::apache::lucene::benchmark::stats::TimeData ,5,1,2,3,36,0,6,0,42,9,9,1,0,5,8,20,11,0,,,,, 
org::apache::lucene::search::payloads::PayloadSpanUtil ,15,1,1,14,6,0,1,0,117,4,9,1,2,0,2,52,27,0,,,,, 
org::apache::lucene::search::spans::SpanQueue ,2,2,0,2,1,0,0,1,16,2,19,0,0,0,1,8,4,0,,,,, 
org::apache::lucene::index::memory::MemoryIndex ,11,1,4,9,45,0,8,0,226,10,18,8,4,0,6,84,33,1,,,,, 
org::apache::lucene::store::instantiated::InstantiatedDocument ,7,1,6,1,21,0,4,0,21,7,18,4,0,0,6,8,7,0,,,,, 
org::apache::lucene::search::Sort ,5,1,3,2,6,0,3,0,20,4,18,0,0,1,4,10,6,1,,,,, 
org::apache::lucene::index::Payload ,14,1,9,5,55,0,3,0,76,11,27,0,0,0,11,21,23,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::SearchTravTask ,3,3,0,3,36,3,1,2,28,9,55,0,0,0,9,13,9,0,,,,, 
org::apache::lucene::analysis::compound::hyphenation::TernaryTree ,6,1,1,5,153,1,9,0,267,18,27,0,3,0,12,73,44,0,,,,, 
org::apache::lucene::analysis::ru::RussianAnalyzer ,6,2,1,5,3,0,32,0,26,3,15,32,1,0,2,12,5,0,,,,, 
org::apache::lucene::analysis::LowerCaseTokenizer ,9,5,8,1,1,0,0,1,6,2,23,0,0,0,1,3,2,0,,,,, 
org::apache::lucene::search::highlight::QueryTermExtractor ,8,1,0,8,6,0,0,0,61,4,9,0,3,0,1,27,14,0,,,,, 
org::tartarus::snowball::ext::HungarianStemmer ,1,2,0,1,120,0,14,6,907,16,35,14,15,0,1,138,171,0,,,,, 
org::apache::lucene::search::highlight::SimpleHTMLEncoder ,3,1,1,2,3,0,0,0,49,3,10,0,0,0,3,17,11,0,,,,, 
org::apache::lucene::search::PrefixQuery ,13,3,6,7,10,0,1,2,25,5,49,1,0,0,4,19,7,0,,,,, 
org::apache::lucene::analysis::standard::StandardAnalyzer ,12,2,6,6,36,0,6,0,48,9,15,4,0,0,9,24,10,0,,,,, 
org::apache::lucene::document::FieldSelectorResult ,1,1,1,0,3,0,8,0,16,3,18,1,1,0,2,5,7,0,,,,, 
org::apache::lucene::search::TopFieldDocs ,1,2,1,0,0,0,1,2,4,1,21,0,0,1,0,1,1,0,,,,, 
org::apache::lucene::index::BufferedDeletes ,4,1,1,3,6,0,4,0,71,4,9,0,0,4,0,47,15,0,,,,, 
org::apache::lucene::index::IntBlockPool ,4,1,2,2,3,0,7,0,29,3,9,1,0,6,3,6,6,0,,,,, 
org::apache::lucene::analysis::ar::ArabicLetterTokenizer ,5,5,3,2,1,0,0,1,6,2,23,0,0,0,1,4,3,0,,,,, 
org::apache::lucene::search::SampleComparable ,5,1,1,4,6,0,2,0,86,4,18,0,0,2,4,12,5,0,,,,, 
org::apache::lucene::search::Searcher ,38,2,38,1,55,3,1,0,16,11,26,1,0,0,10,13,5,0,,,,, 
org::apache::lucene::index::InvertedDocEndConsumerPerThread ,2,1,2,0,6,1,0,0,0,4,9,0,0,0,0,4,0,0,,,,, 
org::apache::lucene::analysis::LengthFilter ,3,3,1,2,1,0,2,1,19,2,16,0,0,2,2,4,5,0,,,,, 
org::apache::lucene::search::PhraseQueue ,2,2,1,1,1,0,0,1,16,2,19,0,0,0,0,3,4,0,,,,, 
org::apache::lucene::index::GCJTermDocs ,1,2,1,0,1,0,0,9,3,2,26,0,0,0,2,2,1,0,,,,, 
org::apache::lucene::search::regex::JakartaRegexpCapabilities ,4,1,1,3,15,0,1,0,23,6,12,1,0,0,6,14,12,0,,,,, 
org::apache::lucene::xmlparser::DOMUtils ,29,1,20,9,91,0,0,0,166,14,9,0,1,0,13,71,39,0,,,,, 
org::apache::lucene::util::cache::SimpleMapCache ,1,2,1,1,21,2,1,0,21,7,15,0,0,1,6,12,7,0,,,,, 
org::apache::lucene::analysis::de::GermanAnalyzer ,4,2,0,4,3,0,3,0,14,3,15,2,0,0,3,10,3,0,,,,, 
org::apache::lucene::xmlparser::FilterBuilderFactory ,6,1,4,2,6,0,1,0,14,4,10,0,0,1,4,11,4,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::RepSumByNameRoundTask ,6,3,0,6,3,0,0,12,40,3,46,0,0,0,2,28,6,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::RepSumByPrefRoundTask ,7,4,0,7,3,0,0,13,40,3,51,0,0,0,2,31,7,0,,,,, 
org::apache::lucene::index::DefaultSkipListWriter ,6,2,4,2,15,0,11,0,79,6,15,11,0,0,0,18,10,0,,,,, 
org::apache::lucene::index::SegmentMergeQueue ,5,2,2,3,3,0,0,1,16,3,19,0,0,0,0,8,5,0,,,,, 
org::apache::lucene::search::highlight::WeightedSpanTerm ,4,2,4,0,15,0,2,2,33,6,14,1,0,1,6,10,9,0,,,,, 
org::apache::lucene::index::TermsHash ,8,2,2,7,45,0,10,1,166,10,15,4,0,6,5,52,29,0,,,,, 
org::apache::lucene::benchmark::byTask::feeds::SortableSimpleDocMaker ,5,3,0,5,3,0,1,12,16,3,36,1,1,0,1,14,3,0,,,,, 
org::apache::lucene::analysis::KeywordAnalyzer ,6,2,4,2,3,0,0,0,12,3,15,0,0,0,3,8,3,0,,,,, 
org::apache::lucene::xmlparser::builders::CachedFilterBuilder ,9,1,1,8,1,0,4,0,47,2,10,4,0,0,2,12,6,0,,,,, 
org::apache::lucene::search::highlight::TextFragment ,4,1,3,1,21,0,5,0,24,7,9,0,0,5,6,9,7,0,,,,, 
org::apache::lucene::benchmark::byTask::stats::TaskStats ,14,1,9,5,91,0,10,0,69,14,18,10,0,0,12,34,17,0,,,,, 
org::apache::lucene::search::ScoreDoc ,1,1,1,0,0,1,2,0,4,1,18,0,0,2,1,1,1,0,,,,, 
org::apache::lucene::search::ReqExclScorer ,4,3,1,3,21,0,3,0,79,7,17,3,1,0,6,28,24,0,,,,, 
org::apache::lucene::queryParser::precedence::Token ,2,1,2,0,3,0,8,0,9,3,9,0,0,8,3,4,2,0,,,,, 
org::apache::lucene::index::TermInfosWriter ,10,1,2,8,21,0,19,0,114,7,9,11,5,5,0,35,26,0,,,,, 
org::apache::lucene::search::function::ReverseOrdFieldSource ,4,2,1,3,10,0,2,0,44,5,23,1,0,1,5,10,6,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::CreateIndexTask ,8,2,2,6,3,0,0,2,66,3,39,0,0,0,3,41,6,0,,,,, 
org::apache::lucene::search::highlight::NullFragmenter ,4,1,4,0,3,0,0,0,5,3,11,0,0,0,3,3,2,0,,,,, 
org::apache::lucene::benchmark::byTask::tasks::ClearStatsTask ,3,2,0,3,3,0,0,2,10,3,39,0,0,0,2,6,3,0,,,,, 
org::apache::lucene::queryParser::QueryParserTokenManager ,3,1,1,2,496,0,19,38,1040,32,9,2,26,7,5,184,334,0,,,,, 
org::apache::lucene::analysis::ru::RussianCharsets ,2,1,1,1,0,0,3,0,41,1,9,0,0,3,1,2,16,0,,,,, 
org::apache::lucene::search::highlight::WeightedTerm ,4,1,4,0,10,1,2,0,16,5,9,0,0,2,5,5,5,0,,,,, 
org::apache::lucene::queryParser::QueryParser ,73,1,46,27,2628,5,42,38,1009,73,9,24,14,16,42,345,290,1,,,,, 
org::apache::lucene::store::RAMOutputStream ,12,2,9,3,78,1,7,0,98,13,24,6,2,0,10,34,24,0,,,,, 
org::apache::lucene::store::RAMInputStream ,5,2,3,2,28,1,8,0,68,8,42,7,1,0,6,16,20,0,,,,, 
org::apache::lucene::search::PhrasePositions ,5,1,3,2,10,0,7,0,35,5,9,0,0,7,0,14,8,0,,,,, 
org::apache::lucene::analysis::miscellaneous::PrefixAndSuffixAwareTokenFilter ,6,2,4,2,15,0,1,0,32,6,13,1,0,0,6,18,6,0,,,,, 
org::apache::lucene::analysis::br::BrazilianStemmer ,3,1,1,2,171,0,5,0,847,19,9,5,16,0,2,423,321,0,,,,, 
org::apache::lucene::search::SloppyPhraseScorer ,6,4,2,4,10,0,4,5,139,5,27,4,3,0,0,30,40,0,,,,, 
org::apache::lucene::benchmark::quality::QualityStats ,8,1,3,5,120,0,12,0,154,16,9,11,2,0,14,57,40,0,,,,, 
org::apache::lucene::index::DocFieldConsumers ,4,2,2,4,36,0,5,1,80,9,15,0,0,5,6,35,13,0,,,,, 
org::apache::lucene::index::SegmentTermPositionVector ,1,2,1,0,3,0,3,0,26,3,31,0,0,0,3,3,9,0,,,,, 
org::apache::lucene::store::je::JEIndexInput ,6,2,1,5,28,0,5,0,88,8,33,0,0,0,7,35,16,0,,,,, 
org::apache::lucene::search::CachingSpanFilter ,3,3,0,3,28,0,2,0,39,8,22,0,1,0,7,19,13,0,,,,, 
